Date,SKU,Brand,Region,Category,Quantity,Sales,Revenue,Price_Per_Unit
22/08/2022,PROD-014,Sony,South,Appliances,47,616.4315845,28972.28447,13.11556563
22/08/2022,PROD-016,LG,West,Appliances,38,456.8853185,17361.6421,12.02329786
22/08/2022,PROD-036,LG,North,Electronics,47,552.9243531,25987.4446,11.76434794
22/08/2022,PROD-025,Microsoft,East,Accessories,46,564.2717382,25956.49996,12.26677692
23/08/2022,PROD-009,Microsoft,North,Electronics,45,514.8284876,23167.28194,11.44063306
23/08/2022,PROD-019,Microsoft,East,Accessories,48,562.9927161,27023.65037,11.72901492
23/08/2022,PROD-007,Apple,West,Accessories,34,428.8914788,14582.31028,12.61445526
23/08/2022,PROD-014,Samsung,East,Electronics,54,659.6861407,35623.0516,12.21641001
23/08/2022,PROD-028,Microsoft,South,Appliances,44,543.4018724,23909.68238,12.35004255
23/08/2022,PROD-030,Google,East,Electronics,67,768.9802448,51521.6764,11.47731709
23/08/2022,PROD-004,Samsung,East,Appliances,66,792.0960274,52278.33781,12.00145496
23/08/2022,PROD-011,Microsoft,North,Computers,48,560.6078882,26909.17863,11.679331
23/08/2022,PROD-029,LG,South,Computers,54,672.0474751,36290.56366,12.44532361
23/08/2022,PROD-025,Apple,North,Computers,60,708.3615629,42501.69377,11.80602605
24/08/2022,PROD-013,Sony,East,Electronics,52,594.3184511,30904.55946,11.42920098
24/08/2022,PROD-009,Apple,North,Computers,60,696.5664496,41793.98698,11.60944083
24/08/2022,PROD-002,LG,North,Accessories,57,712.5374362,40614.63386,12.50065678
24/08/2022,PROD-013,Sony,South,Accessories,55,739.8807011,40693.43856,13.45237638
24/08/2022,PROD-032,Microsoft,West,Electronics,36,414.8286563,14933.83163,11.52301823
24/08/2022,PROD-009,Samsung,West,Electronics,59,684.3864967,40378.8033,11.59977113
24/08/2022,PROD-016,Sony,North,Appliances,46,514.9183053,23686.24204,11.1938762
24/08/2022,PROD-007,Google,East,Accessories,54,634.9324889,34286.3544,11.75800905
24/08/2022,PROD-012,Apple,West,Accessories,55,735.0908601,40429.99731,13.36528837
24/08/2022,PROD-025,Microsoft,East,Accessories,56,640.5126619,35868.70907,11.43772611
25/08/2022,PROD-031,LG,West,Computers,48,520.0640974,24963.07667,10.83466869
25/08/2022,PROD-021,Sony,East,Computers,71,876.9770343,62265.36943,12.35178921
25/08/2022,PROD-032,Google,North,Appliances,51,636.0387396,32437.97572,12.47134784
25/08/2022,PROD-008,Samsung,West,Accessories,63,799.629858,50376.68106,12.69253743
25/08/2022,PROD-002,LG,North,Electronics,52,640.2053969,33290.68064,12.31164225
25/08/2022,PROD-013,Apple,North,Electronics,54,673.310783,36358.78228,12.4687182
25/08/2022,PROD-005,Google,West,Appliances,41,471.0022603,19311.09267,11.48786001
25/08/2022,PROD-016,LG,East,Electronics,62,729.3334252,45218.67236,11.76344234
25/08/2022,PROD-028,Microsoft,West,Computers,58,689.0791838,39966.59266,11.88067558
25/08/2022,PROD-004,Sony,West,Accessories,59,711.2863129,41965.89246,12.05570022
26/08/2022,PROD-025,Apple,East,Electronics,53,644.1753437,34141.29322,12.15425177
26/08/2022,PROD-026,Google,North,Accessories,49,586.9910303,28762.56049,11.97940878
26/08/2022,PROD-002,LG,South,Accessories,47,564.0109273,26508.51358,12.0002325
27/08/2022,PROD-007,Apple,West,Computers,56,665.4576843,37265.63032,11.88317293
27/08/2022,PROD-019,LG,North,Computers,74,909.7284787,67319.90743,12.29362809
27/08/2022,PROD-022,LG,East,Appliances,47,564.75892,26543.66924,12.01614723
27/08/2022,PROD-028,Sony,South,Computers,57,697.1235781,39736.04395,12.23023821
28/08/2022,PROD-007,Samsung,South,Accessories,36,420.6051651,15141.78594,11.68347681
28/08/2022,PROD-007,Samsung,West,Electronics,26,306.0727599,7957.891758,11.77202923
28/08/2022,PROD-021,LG,East,Computers,53,643.4623834,34103.50632,12.14079969
28/08/2022,PROD-013,Sony,South,Electronics,57,664.8812958,37898.23386,11.66458414
28/08/2022,PROD-021,Apple,South,Electronics,60,799.4282564,47965.69538,13.32380427
28/08/2022,PROD-023,LG,West,Electronics,51,628.7126443,32064.34486,12.32769891
28/08/2022,PROD-032,Sony,East,Computers,48,618.2778172,29677.33523,12.88078786
29/08/2022,PROD-012,Microsoft,West,Accessories,40,491.5335752,19661.34301,12.28833938
29/08/2022,PROD-029,Sony,West,Accessories,46,574.5978635,26431.50172,12.4912579
29/08/2022,PROD-036,Apple,West,Accessories,50,603.0279751,30151.39875,12.0605595
29/08/2022,PROD-031,Sony,East,Electronics,63,765.0110263,48195.69466,12.14303216
29/08/2022,PROD-025,Samsung,South,Electronics,32,411.8317751,13178.6168,12.86974297
29/08/2022,PROD-020,LG,North,Accessories,64,822.5658827,52644.2165,12.85259192
29/08/2022,PROD-016,Sony,East,Computers,52,643.0674295,33439.50633,12.36668134
29/08/2022,PROD-006,Apple,North,Accessories,42,506.110123,21256.62517,12.05024102
29/08/2022,PROD-006,Samsung,West,Computers,39,487.4638244,19011.08915,12.49907242
30/08/2022,PROD-035,Samsung,West,Computers,65,826.044425,53692.88762,12.70837577
30/08/2022,PROD-007,Apple,North,Accessories,51,642.6207341,32773.65744,12.60040655
30/08/2022,PROD-024,Sony,East,Appliances,56,706.310836,39553.40682,12.6126935
30/08/2022,PROD-015,Apple,South,Accessories,42,494.7895745,20781.16213,11.78070416
30/08/2022,PROD-022,Microsoft,East,Computers,52,617.1644543,32092.55162,11.8685472
30/08/2022,PROD-034,LG,South,Appliances,58,672.3259844,38994.9071,11.59182732
30/08/2022,PROD-034,LG,East,Accessories,41,479.2936607,19651.04009,11.69008928
30/08/2022,PROD-022,Samsung,South,Accessories,59,720.2040122,42492.03672,12.20684766
30/08/2022,PROD-033,Samsung,West,Computers,57,730.5245406,41639.89882,12.81622001
30/08/2022,PROD-020,Sony,South,Computers,48,558.7825894,26821.56429,11.64130395
31/08/2022,PROD-024,LG,West,Electronics,53,676.6284388,35861.30726,12.76657432
31/08/2022,PROD-002,Samsung,South,Appliances,43,496.7976073,21362.29711,11.55343273
31/08/2022,PROD-026,Microsoft,West,Accessories,59,701.0047012,41359.27737,11.88143561
31/08/2022,PROD-012,Sony,South,Appliances,48,653.9573319,31389.95193,13.62411108
31/08/2022,PROD-028,LG,North,Accessories,51,641.7881785,32731.1971,12.58408193
31/08/2022,PROD-019,Google,East,Computers,59,684.4499769,40382.54864,11.60084707
31/08/2022,PROD-029,Microsoft,South,Computers,39,483.1564831,18843.10284,12.38862777
31/08/2022,PROD-011,Apple,East,Computers,54,636.9293972,34394.18745,11.79498884
01/09/2022,PROD-013,Google,East,Computers,52,606.0049717,31512.25853,11.65394176
01/09/2022,PROD-026,Microsoft,South,Computers,39,476.124683,18568.86264,12.20832521
01/09/2022,PROD-031,Google,North,Appliances,67,840.4245708,56308.44624,12.54365031
01/09/2022,PROD-027,Apple,East,Electronics,53,642.3542196,34044.77364,12.11989094
01/09/2022,PROD-018,LG,North,Computers,66,792.8197141,52326.10113,12.01241991
01/09/2022,PROD-013,LG,East,Accessories,51,588.1073445,29993.47457,11.53151656
01/09/2022,PROD-015,Google,East,Accessories,51,663.9084813,33859.33255,13.01781336
01/09/2022,PROD-018,Google,West,Appliances,61,743.2105225,45335.84187,12.18377906
01/09/2022,PROD-022,Apple,South,Accessories,78,983.415978,76706.44629,12.60789715
02/09/2022,PROD-003,Google,West,Electronics,55,689.4186212,37918.02417,12.53488402
02/09/2022,PROD-034,Sony,West,Electronics,59,718.9382182,42417.35487,12.18539353
03/09/2022,PROD-007,LG,West,Appliances,77,932.4358882,71797.56339,12.10955699
03/09/2022,PROD-007,LG,South,Appliances,33,374.7948609,12368.23041,11.35742003
03/09/2022,PROD-018,Sony,West,Appliances,39,480.9350125,18756.46549,12.33166699
04/09/2022,PROD-036,Samsung,South,Electronics,48,569.1480239,27319.10515,11.8572505
04/09/2022,PROD-030,Microsoft,West,Accessories,67,825.8841479,55334.23791,12.32662907
04/09/2022,PROD-035,LG,North,Appliances,66,817.725057,53969.85376,12.38977359
04/09/2022,PROD-024,Google,North,Appliances,32,389.1833417,12453.86693,12.16197943
04/09/2022,PROD-025,Sony,North,Appliances,40,509.309234,20372.36936,12.73273085
05/09/2022,PROD-009,LG,North,Appliances,66,784.1770221,51755.68346,11.88147003
05/09/2022,PROD-020,LG,West,Electronics,57,701.670031,39995.19177,12.31000054
05/09/2022,PROD-023,LG,East,Appliances,65,783.9569632,50957.20261,12.06087636
05/09/2022,PROD-023,Samsung,North,Computers,55,696.0184665,38281.01566,12.65488121
05/09/2022,PROD-006,Sony,North,Computers,58,734.8645053,42622.1413,12.67007768
05/09/2022,PROD-009,LG,East,Computers,55,680.3753027,37420.64165,12.37046005
06/09/2022,PROD-020,Google,East,Electronics,43,545.7968295,23469.26367,12.69294952
06/09/2022,PROD-024,LG,East,Computers,57,706.3597412,40262.50525,12.39227616
06/09/2022,PROD-022,Apple,West,Electronics,43,541.5861066,23288.20259,12.59502574
06/09/2022,PROD-031,LG,West,Appliances,47,609.771084,28659.24095,12.97385285
06/09/2022,PROD-010,Microsoft,North,Computers,44,552.9716098,24330.75083,12.56753659
06/09/2022,PROD-028,Google,South,Accessories,46,573.0836348,26361.8472,12.45833989
06/09/2022,PROD-011,Microsoft,West,Appliances,60,749.5273862,44971.64317,12.4921231
07/09/2022,PROD-018,LG,West,Appliances,39,482.0161518,18798.62992,12.35938851
07/09/2022,PROD-029,Google,South,Computers,56,683.6276589,38283.1489,12.20763677
07/09/2022,PROD-021,Sony,East,Electronics,55,670.6260179,36884.43099,12.19320033
07/09/2022,PROD-030,LG,South,Accessories,35,400.4430434,14015.50652,11.44122981
08/09/2022,PROD-019,Google,East,Computers,48,572.6033737,27484.96194,11.92923695
08/09/2022,PROD-029,Apple,North,Accessories,65,834.022209,54211.44358,12.83111091
08/09/2022,PROD-010,Google,South,Computers,32,399.0256058,12768.81939,12.46955018
08/09/2022,PROD-007,Microsoft,South,Computers,64,814.7636639,52144.87449,12.73068225
08/09/2022,PROD-005,Apple,North,Accessories,48,618.0127015,29664.60967,12.87526461
08/09/2022,PROD-033,Google,West,Appliances,62,732.7445679,45430.16321,11.81846077
09/09/2022,PROD-031,Google,East,Electronics,59,683.8347348,40346.24936,11.59041923
09/09/2022,PROD-008,Google,East,Appliances,44,529.9658939,23318.49933,12.04467941
09/09/2022,PROD-017,Google,South,Electronics,44,529.4332395,23295.06254,12.03257363
10/09/2022,PROD-023,Microsoft,North,Computers,48,584.087756,28036.21229,12.16849492
10/09/2022,PROD-015,LG,North,Appliances,45,542.7314841,24422.91678,12.06069965
10/09/2022,PROD-035,Apple,South,Accessories,56,667.4134928,37375.1556,11.91809809
10/09/2022,PROD-025,LG,North,Electronics,49,587.4149461,28783.33236,11.98806012
10/09/2022,PROD-035,Microsoft,South,Appliances,67,835.5799022,55983.85344,12.47134182
10/09/2022,PROD-007,Google,East,Accessories,51,597.0681208,30450.47416,11.70721805
10/09/2022,PROD-017,LG,North,Appliances,44,545.8763601,24018.55984,12.40628091
10/09/2022,PROD-032,Samsung,North,Electronics,45,546.8208855,24606.93985,12.15157523
11/09/2022,PROD-029,Samsung,South,Electronics,70,867.1855205,60702.98643,12.38836458
11/09/2022,PROD-034,Sony,South,Accessories,51,666.0935863,33970.7729,13.06065855
11/09/2022,PROD-004,Samsung,South,Electronics,47,571.0622837,26839.92733,12.15026135
11/09/2022,PROD-033,Samsung,North,Accessories,58,676.4810556,39235.90122,11.66346648
11/09/2022,PROD-033,Google,East,Accessories,53,679.4291392,36009.74438,12.81941772
11/09/2022,PROD-035,Samsung,South,Electronics,63,768.7857107,48433.49978,12.20294779
11/09/2022,PROD-011,Google,South,Electronics,59,708.1936985,41783.42821,12.00328303
11/09/2022,PROD-034,Sony,West,Accessories,39,476.2530632,18573.86946,12.211617
11/09/2022,PROD-006,Microsoft,North,Accessories,46,565.7540367,26024.68569,12.2990008
11/09/2022,PROD-033,Samsung,West,Computers,49,595.0926948,29159.54204,12.14474887
12/09/2022,PROD-016,LG,North,Computers,58,754.3947377,43754.89479,13.00680582
12/09/2022,PROD-030,Microsoft,North,Accessories,45,540.4707318,24321.18293,12.01046071
12/09/2022,PROD-010,Samsung,West,Accessories,72,847.8608628,61045.98212,11.77584532
12/09/2022,PROD-035,Google,South,Computers,44,505.8304971,22256.54187,11.49614766
12/09/2022,PROD-008,Samsung,East,Computers,74,926.6498049,68572.08556,12.52229466
12/09/2022,PROD-010,LG,East,Computers,66,834.5627316,55081.14029,12.64488987
12/09/2022,PROD-028,LG,North,Appliances,68,802.197299,54549.41633,11.7970191
12/09/2022,PROD-022,LG,South,Electronics,61,735.032386,44836.97555,12.04971125
13/09/2022,PROD-027,Google,North,Appliances,74,844.7253912,62509.67895,11.41520799
13/09/2022,PROD-004,Samsung,North,Accessories,52,626.6294372,32584.73073,12.0505661
13/09/2022,PROD-025,Google,North,Computers,58,692.1446425,40144.38927,11.93352832
14/09/2022,PROD-034,Apple,South,Appliances,45,535.5388229,24099.24703,11.90086273
14/09/2022,PROD-027,Microsoft,South,Accessories,64,788.0197328,50433.2629,12.31280833
14/09/2022,PROD-004,Sony,East,Computers,54,688.7027476,37189.94837,12.75375458
14/09/2022,PROD-015,Google,West,Electronics,44,558.2604795,24563.4611,12.68773817
14/09/2022,PROD-034,Sony,North,Appliances,54,648.76811,35033.47794,12.01422426
14/09/2022,PROD-018,Samsung,North,Computers,57,674.116773,38424.65606,11.82661005
15/09/2022,PROD-022,LG,East,Appliances,56,638.0150689,35728.84386,11.39312623
15/09/2022,PROD-013,Apple,North,Computers,63,765.5289805,48228.32577,12.15125366
15/09/2022,PROD-010,Samsung,South,Accessories,57,699.8789101,39893.09788,12.27857737
15/09/2022,PROD-010,Microsoft,West,Appliances,41,476.5939869,19540.35346,11.62424358
15/09/2022,PROD-006,Microsoft,South,Electronics,71,899.1290724,63838.16414,12.66378975
15/09/2022,PROD-002,Samsung,West,Computers,51,657.6897352,33542.17649,12.89587716
16/09/2022,PROD-022,Microsoft,West,Accessories,59,731.32529,43148.19211,12.3953439
16/09/2022,PROD-033,Apple,East,Accessories,47,561.340416,26382.99955,11.94341311
16/09/2022,PROD-025,Microsoft,North,Computers,53,660.6841303,35016.25891,12.46573831
16/09/2022,PROD-022,LG,South,Computers,66,770.3761901,50844.82854,11.67236652
16/09/2022,PROD-020,Apple,East,Appliances,56,696.4630075,39001.92842,12.43683942
16/09/2022,PROD-008,Samsung,West,Computers,53,628.8756676,33330.41038,11.86557863
16/09/2022,PROD-023,Apple,West,Accessories,41,453.4606555,18591.88688,11.06001599
16/09/2022,PROD-020,Apple,East,Electronics,57,750.000834,42750.04754,13.15790937
17/09/2022,PROD-006,Microsoft,North,Electronics,51,649.4164995,33120.24147,12.73365685
17/09/2022,PROD-008,Apple,West,Computers,43,530.0788606,22793.39101,12.32741536
17/09/2022,PROD-030,Apple,South,Appliances,51,630.2909565,32144.83878,12.35864621
17/09/2022,PROD-024,Microsoft,South,Appliances,62,761.708425,47225.92235,12.28561976
17/09/2022,PROD-017,Apple,South,Appliances,43,518.5271157,22296.66598,12.05877013
17/09/2022,PROD-019,Samsung,North,Accessories,63,835.1377025,52613.67526,13.25615401
17/09/2022,PROD-022,Microsoft,South,Accessories,59,730.691425,43110.79407,12.38460042
17/09/2022,PROD-004,Samsung,South,Computers,38,445.8693376,16943.03483,11.73340362
18/09/2022,PROD-035,Microsoft,South,Appliances,54,726.7298108,39243.40978,13.45795946
18/09/2022,PROD-016,LG,South,Computers,28,362.2616128,10143.32516,12.93791474
18/09/2022,PROD-036,Google,South,Computers,49,589.4838591,28884.70909,12.03028284
18/09/2022,PROD-009,Microsoft,East,Computers,69,873.8019814,60292.33671,12.66379683
18/09/2022,PROD-001,Microsoft,North,Appliances,38,452.191591,17183.28046,11.89977871
19/09/2022,PROD-028,LG,East,Electronics,38,460.5478002,17500.81641,12.11967895
19/09/2022,PROD-033,LG,South,Accessories,62,801.0313099,49663.94121,12.91985984
20/09/2022,PROD-033,Sony,North,Appliances,68,884.3602777,60136.49888,13.0052982
20/09/2022,PROD-003,Samsung,East,Electronics,48,601.2844084,28861.6516,12.52675851
20/09/2022,PROD-036,Microsoft,South,Appliances,55,662.3333011,36428.33156,12.04242366
20/09/2022,PROD-008,LG,West,Appliances,59,661.7491897,39043.20219,11.21608796
21/09/2022,PROD-028,Google,East,Computers,49,619.7932568,30369.86958,12.64884198
21/09/2022,PROD-010,Microsoft,West,Electronics,42,519.0193415,21798.81234,12.35760337
22/09/2022,PROD-013,Apple,West,Appliances,50,626.4535597,31322.67799,12.52907119
